2023-01-27 16:44:29 INFO::Writing function arguments to log file
2023-01-27 16:44:29 DEBUG::Function arguments
2023-01-27 16:44:29 DEBUG::Output folder: PFF_Jejunum_Microbiome_Maaslin2_Genotype_Sex
2023-01-27 16:44:29 DEBUG::Min Abundance: 0.000000
2023-01-27 16:44:29 DEBUG::Min Prevalence: 0.100000
2023-01-27 16:44:29 DEBUG::Normalization: TSS
2023-01-27 16:44:29 DEBUG::Transform: LOG
2023-01-27 16:44:29 DEBUG::Analysis method: LM
2023-01-27 16:44:29 DEBUG::Max significance: 0.250000
2023-01-27 16:44:29 DEBUG::Random effects:
2023-01-27 16:44:29 DEBUG::Fixed effects: Genotype,Sex
2023-01-27 16:44:29 DEBUG::Correction method: BH
2023-01-27 16:44:29 DEBUG::Standardize: TRUE
2023-01-27 16:44:29 DEBUG::Cores: 1
2023-01-27 16:44:29 INFO::Verifying options selected are valid
2023-01-27 16:44:29 INFO::Determining format of input files
2023-01-27 16:44:29 INFO::Input format is data samples as columns and metadata samples as rows
2023-01-27 16:44:29 DEBUG::Transformed data so samples are rows
2023-01-27 16:44:29 DEBUG::A total of 34 samples were found in both the data and metadata
2023-01-27 16:44:29 DEBUG::Reordering data/metadata to use same sample ordering
2023-01-27 16:44:29 INFO::Formula for fixed effects: expr ~  Genotype + Sex
2023-01-27 16:44:29 INFO::Filter data based on min abundance and min prevalence
2023-01-27 16:44:29 INFO::Total samples in data: 34
2023-01-27 16:44:29 INFO::Min samples required with min abundance for a feature not to be filtered: 3.400000
2023-01-27 16:44:29 INFO::Total filtered features: 48
2023-01-27 16:44:29 INFO::Filtered feature names from abundance and prevalence filtering: X9a4be075dcdac626212498d92c46cf3d, X7b37a7938bc78e72c35bcc3d5c4abc4e, X915c2bf93fd4cd02f824103c7a8e1819, X6d47b1c64c4202b8ef2f99ac002db05e, X4e94f47ec9b2752e85447dcf27cf9068, X4e0e102bf9b282ea11755a91b96624b4, X98a36549bac10a20d1dbe610f29e6486, e8aad1586f72e889e15ad43cde327ce3, X736ce27670617d33f544bc6d94365bf3, X57452c2127a9b51820f28993e39f755a, X40e4f3e6ec38f04964b2c63017f394be, f1cb28014f2e86fb0a332d15c79d455d, X686b850453613b8198bf118b1432b6ff, X4822c98c033c2575a5c1d27d35995cb0, a41217c1cb1256af684a4be06eeb56a5, X0e5fe4d9eb3f97bf1ed1b6b79c867668, X1907745fe046cb11e23384a2b9f44f3e, f351373696aac6f83058d93804811ce0, a30d36b895d5cc7dbf353dfa5b46002c, b4bf78b3429b30672788fbb3e74ea5d9, X047372e16d2e0a51ae90ff02f5e657d2, X2ef8bc569ecbb79877894098cd78b9d2, X7b3ebb7821f3dd3f1433483bc4b209bf, X44c0c26a0ad3d288518c7922f20ea43e, X91896ca94141cb2caeb39e6c7cb4a5e5, X0168b9fe72490f0981a8b04bfa9587b2, a4e5ee1256207eea038d478b45c0a8da, f917bae053bd48087d0b907902fd21cd, e80c3e0f8b43ac9802e9ecb403413004, X0f14a5f69a7aa339704f35a84fa51cdd, X1dffcbaa1c899cf968f0570bef1374de, X19fefc290b3df5c1205d5a45ec861d15, X7fc164ed7ba39f81643fde634e7a5206, X0ce1f666fe3a8e609094409565c0c20a, X654d2e2fe755da1d6330c3bf5a4c9478, X0b9cf02d004b3c2c5d5b43301d7dc16a, b4aa28ecb75ec246fbe2ee4ee3fa4817, X2ee0fbebe49c8051417656d6ff93b421, X9da0cc27e47d9a02089ba16f2e45b957, X8beba938c77f34816c2701d6c39b9419, X59506e65fcfba7b3bf99eaf6ca023c8d, X3ffbc215a8e03a70f17a721c687c10df, f68e26be4cf5272fb3092a1e43a9daa5, X22f6f7ad425fc68469ad797d7f40e83d, X43dbea69a440e995d2037e207909accf, X414c7f6ff29c0707283cc317ed8983cc, X183e2ca485c6dbf54e6996df0a3e45b3, X93d08ee3d989ee1fd3b3da7bbe44d388
2023-01-27 16:44:29 INFO::Total filtered features with variance filtering: 0
2023-01-27 16:44:29 INFO::Filtered feature names from variance filtering:
2023-01-27 16:44:29 INFO::Running selected normalization method: TSS
2023-01-27 16:44:29 INFO::Applying z-score to standardize continuous metadata
2023-01-27 16:44:29 INFO::Running selected transform method: LOG
2023-01-27 16:44:29 INFO::Running selected analysis method: LM
2023-01-27 16:44:29 INFO::Fitting model to feature number 1, X5f2c3a1008eb58b94637e695d76c31b6
2023-01-27 16:44:29 INFO::Fitting model to feature number 2, X29f4488f73396a6d546aeb0e3caa6e4c
2023-01-27 16:44:29 INFO::Fitting model to feature number 3, X5e64a9ff57614afca249dbb59ddb6808
2023-01-27 16:44:29 INFO::Fitting model to feature number 4, X3acc88b0dabf67b3994a9f8447c7e18c
2023-01-27 16:44:29 INFO::Fitting model to feature number 5, ac26aa89cf6ac1100fcbf261b6e3578b
2023-01-27 16:44:29 INFO::Fitting model to feature number 6, X7a5410f51ce0e7013ec453ed9dfbbc53
