	chao1
PFF_Colon_11	155.0
PFF_Colon_12	148.0
PFF_Colon_13	126.0
PFF_Colon_14	118.5
PFF_Colon_15	147.0
PFF_Colon_16	146.0
PFF_Colon_17	136.0
PFF_Colon_18	156.0
PFF_Colon_19	135.0
PFF_Colon_1904	162.0
PFF_Colon_1906	161.0
PFF_Colon_1907	128.0
PFF_Colon_1908	142.0
PFF_Colon_1910	138.5
PFF_Colon_1913	104.0
PFF_Colon_1914	129.0
PFF_Colon_1917	148.0
PFF_Colon_1920	122.0
PFF_Colon_1921	233.25
PFF_Colon_1937	117.0
PFF_Colon_1938	122.0
PFF_Colon_1941	191.25
PFF_Colon_1942	123.0
PFF_Colon_1943	152.0
PFF_Colon_1944	157.0
PFF_Colon_1945	104.0
PFF_Colon_1946	99.0
PFF_Colon_21	135.0
PFF_Colon_25	111.0
PFF_Colon_27	191.25
PFF_Colon_28	146.0
PFF_Colon_30	105.0
PFF_Colon_32	141.0
PFF_Colon_35	151.0
PFF_Colon_36	202.0
PFF_Colon_37	119.0
PFF_Baseline_11	208.0
PFF_Baseline_12	130.0
PFF_Baseline_13	136.0
PFF_Baseline_14	133.75
PFF_Baseline_15	143.0
PFF_Baseline_16	139.0
PFF_Baseline_17	98.0
PFF_Baseline_18	136.0
PFF_Baseline_19	123.0
PFF_Baseline_1921	133.0
PFF_Baseline_1937	163.0
PFF_Baseline_1942	133.0
PFF_Baseline_1943	130.0
PFF_Baseline_1944	154.0
PFF_Baseline_1946	129.0
PFF_Baseline_25	122.0
PFF_Baseline_26	145.0
PFF_Baseline_27	151.0
PFF_Baseline_28	125.0
PFF_Baseline_30	146.5
PFF_Baseline_32	179.0
PFF_Baseline_35	174.0
PFF_Baseline_36	142.0
PFF_Baseline_37	124.0
